"","condition","block_no","trial_no","trial_type","rt","closeness","id","emotion_rating","closeness","pos_PNR"
"1824","control","block 1",9,"1",2847,68,"md_as_14",0.495258342013705,-1.05826602228745,0.913320923185796
"1831","control","block 1",10,"2",2035,77,"md_as_14",0.85311673365608,-1.18703012047628,0.913320923185796
"1838","control","block 1",11,"1",3608,80,"md_as_14",0.972402864203538,-2.04545744173512,0.913320923185796
"1845","control","block 1",12,"1",2534,67,"md_as_14",0.455496298497886,-1.22995148653922,0.913320923185796
"1852","control","block 1",13,"2",1743,65,"md_as_14",0.375972211466247,-1.40163695079099,0.913320923185796
"1859","control","block 1",14,"2",3970,53,"md_as_14",-0.101172310723585,-1.57332241504276,0.913320923185796
"1866","control","block 1",15,"1",1978,67,"md_as_14",0.455496298497886,-1.53040104897981,0.913320923185796
"1873","control","block 1",16,"2",3716,60,"md_as_14",0.177161993887151,-0.800737825909798,0.913320923185796
"1880","control","block 1",17,"1",3012,75,"md_as_14",0.773592646624441,-1.65916514716864,0.913320923185796
"1887","control","block 1",18,"1",3887,63,"md_as_14",0.296448124434609,-1.10118738835039,0.913320923185796
"1894","control","block 1",19,"2",3220,66,"md_as_14",0.415734254982067,-1.05826602228745,0.913320923185796
"1901","control","block 1",20,"2",3897,50,"md_as_14",-0.220458441271043,-1.18703012047628,0.913320923185796
"1908","control","block 1",21,"1",1895,90,"md_as_14",1.37002329936173,-1.78792924535747,0.913320923185796
"1915","control","block 1",22,"2",4478,51,"md_as_14",-0.180696397755224,-0.457366897406262,0.913320923185796
"1922","control","block 1",23,"1",790,96,"md_as_14",1.60859556045665,-0.800737825909798,0.913320923185796
"1929","control","block 1",24,"2",2030,51,"md_as_14",-0.180696397755224,-0.028153236776841,0.913320923185796
"1936","control","block 1",25,"2",2278,57,"md_as_14",0.0578758633396926,-1.27287285260216,0.913320923185796
"1944","control","block 2",1,"1",3501,71,"md_as_14",0.614544472561164,-0.886580558035682,0.913320923185796
"1951","control","block 2",2,"2",2882,76,"md_as_14",0.81335469014026,-1.10118738835039,0.913320923185796
"1958","control","block 2",3,"1",2625,67,"md_as_14",0.455496298497886,-0.929501924098624,0.913320923185796
"1965","control","block 2",4,"2",2692,60,"md_as_14",0.177161993887151,-0.757816459846856,0.913320923185796
"1972","control","block 2",5,"1",2677,64,"md_as_14",0.336210167950428,-1.35871558472804,0.913320923185796
"1979","control","block 2",6,"2",3878,67,"md_as_14",0.455496298497886,-0.84365919197274,0.913320923185796
"1986","control","block 2",7,"1",1944,75,"md_as_14",0.773592646624441,-1.6162437811057,0.913320923185796
"1993","control","block 2",8,"2",2530,53,"md_as_14",-0.101172310723585,-1.44455831685393,0.913320923185796
"2000","control","block 2",9,"1",2510,55,"md_as_14",-0.0216482236919461,-1.6162437811057,0.913320923185796
"2007","control","block 2",10,"2",2034,69,"md_as_14",0.535020385529525,-0.285681433154493,0.913320923185796
"2014","control","block 2",11,"1",2459,87,"md_as_14",1.25073716881427,-0.800737825909798,0.913320923185796
"2021","control","block 2",12,"1",1548,80,"md_as_14",0.972402864203538,-0.84365919197274,0.913320923185796
"2028","control","block 2",13,"1",1719,78,"md_as_14",0.892878777171899,-0.586130995595088,0.913320923185796
"2035","control","block 2",14,"2",2294,65,"md_as_14",0.375972211466247,-1.6162437811057,0.913320923185796
"2042","control","block 2",15,"1",3317,76,"md_as_14",0.81335469014026,-1.6162437811057,0.913320923185796
"2049","control","block 2",16,"2",3572,72,"md_as_14",0.654306516076983,-0.586130995595088,0.913320923185796
"2056","control","block 2",17,"1",3197,68,"md_as_14",0.495258342013705,-0.800737825909798,0.913320923185796
"2063","control","block 2",18,"1",2968,73,"md_as_14",0.694068559592802,-0.972423290161566,0.913320923185796
"2070","control","block 2",19,"2",3488,46,"md_as_14",-0.37950661533432,-1.22995148653922,0.913320923185796
"2077","control","block 2",20,"2",2514,74,"md_as_14",0.733830603108622,-1.95961470960923,0.913320923185796
"2084","control","block 2",21,"1",1371,90,"md_as_14",1.37002329936173,-0.800737825909798,0.913320923185796
"2091","control","block 2",22,"2",1721,60,"md_as_14",0.177161993887151,0.100610861411985,0.913320923185796
"2098","control","block 2",23,"1",2442,69,"md_as_14",0.535020385529525,-1.40163695079099,0.913320923185796
"2105","control","block 2",24,"2",3321,46,"md_as_14",-0.37950661533432,-1.27287285260216,0.913320923185796
"2112","control","block 2",25,"2",1846,70,"md_as_14",0.574782429045344,-1.78792924535747,0.913320923185796
"2120","treatment","block 1",1,"1",2343,100,"md_as_15",1.76764373451992,1.30240911117436,1.09734827337995
"2127","treatment","block 1",2,"2",3912,13,"md_as_15",-1.69165405135636,0.701509986293174,1.09734827337995
"2134","treatment","block 1",3,"1",2491,96,"md_as_15",1.60859556045665,-1.44455831685393,1.09734827337995
"2141","treatment","block 1",4,"1",1813,90,"md_as_15",1.37002329936173,0.916116816607885,1.09734827337995
"2148","treatment","block 1",5,"1",2647,90,"md_as_15",1.37002329936173,0.272296325663754,1.09734827337995
"2155","treatment","block 1",6,"1",2602,100,"md_as_15",1.76764373451992,0.186453593537869,1.09734827337995
"2162","treatment","block 1",7,"1",4616,64,"md_as_15",0.336210167950428,-0.457366897406262,1.09734827337995
"2169","treatment","block 1",8,"1",3884,100,"md_as_15",1.76764373451992,0.873195450544942,1.09734827337995
"2176","treatment","block 1",9,"2",2782,0,"md_as_15",-2.20856061706201,1.73162277180378,1.09734827337995
"2183","treatment","block 1",10,"1",1784,84,"md_as_15",1.13145103826682,0.100610861411985,1.09734827337995
"2190","treatment","block 1",11,"2",1568,16,"md_as_15",-1.5723679208089,-0.156917334965667,1.09734827337995
"2197","treatment","block 1",12,"1",3720,77,"md_as_15",0.85311673365608,0.229374959600811,1.09734827337995
"2204","treatment","block 1",13,"1",4695,100,"md_as_15",1.76764373451992,1.25948774511142,1.09734827337995
"2211","treatment","block 1",14,"1",6016,86,"md_as_15",1.21097512529845,-0.328602799217435,1.09734827337995
"2218","treatment","block 1",15,"1",1498,83,"md_as_15",1.091688994751,0.873195450544942,1.09734827337995
"2225","treatment","block 1",16,"1",2175,90,"md_as_15",1.37002329936173,-0.328602799217435,1.09734827337995
"2232","treatment","block 1",17,"2",2942,12,"md_as_15",-1.73141609487218,0.486903155978464,1.09734827337995
"2239","treatment","block 1",18,"1",1667,80,"md_as_15",0.972402864203538,-1.18703012047628,1.09734827337995
"2246","treatment","block 1",19,"1",3248,81,"md_as_15",1.01216490771936,1.00195954873377,1.09734827337995
"2253","treatment","block 1",20,"1",1530,80,"md_as_15",0.972402864203538,1.25948774511142,1.09734827337995
"2260","treatment","block 1",21,"2",5120,27,"md_as_15",-1.13498544213489,1.00195954873377,1.09734827337995
"2267","treatment","block 1",22,"1",5215,91,"md_as_15",1.40978534287755,0.916116816607885,1.09734827337995
"2274","treatment","block 1",23,"1",1260,94,"md_as_15",1.52907147342501,1.34533047723731,1.09734827337995
"2281","treatment","block 1",24,"1",3510,73,"md_as_15",0.694068559592802,-1.05826602228745,1.09734827337995
"2288","treatment","block 1",25,"1",1669,94,"md_as_15",1.52907147342501,1.47409457542613,1.09734827337995
"2296","treatment","block 2",1,"2",3986,0,"md_as_15",-2.20856061706201,1.17364501298554,1.09734827337995
"2303","treatment","block 2",2,"1",1793,88,"md_as_15",1.29049921233009,0.0147681292861011,1.09734827337995
"2310","treatment","block 2",3,"2",1390,9,"md_as_15",-1.85070222541964,0.61566725416729,1.09734827337995
"2317","treatment","block 2",4,"2",5281,15,"md_as_15",-1.61212996432472,0.358139057789638,1.09734827337995
"2324","treatment","block 2",5,"2",1842,89,"md_as_15",1.33026125584591,-0.500288263469204,1.09734827337995
"2331","treatment","block 2",6,"2",2520,39,"md_as_15",-0.657840919945056,1.00195954873377,1.09734827337995
"2338","treatment","block 2",7,"2",3781,11,"md_as_15",-1.771178138388,0.916116816607885,1.09734827337995
"2345","treatment","block 2",8,"2",3817,10,"md_as_15",-1.81094018190382,-1.01534465622451,1.09734827337995
"2352","treatment","block 2",9,"1",4202,79,"md_as_15",0.932640820687718,-0.972423290161566,1.09734827337995
"2359","treatment","block 2",10,"2",6016,45,"md_as_15",-0.41926865885014,-1.05826602228745,1.09734827337995
"2366","treatment","block 2",11,"1",2204,91,"md_as_15",1.40978534287755,-0.671973727720972,1.09734827337995
"2373","treatment","block 2",12,"2",2686,29,"md_as_15",-1.05546135510325,0.787352718419058,1.09734827337995
"2380","treatment","block 2",13,"2",2563,76,"md_as_15",0.81335469014026,-1.27287285260216,1.09734827337995
"2387","treatment","block 2",14,"2",3033,76,"md_as_15",0.81335469014026,-0.371524165280378,1.09734827337995
"2394","treatment","block 2",15,"2",2296,29,"md_as_15",-1.05546135510325,-0.62905236165803,1.09734827337995
"2401","treatment","block 2",16,"2",2652,23,"md_as_15",-1.29403361619817,1.55993730755202,1.09734827337995
"2408","treatment","block 2",17,"1",1545,51,"md_as_15",-0.180696397755224,-0.371524165280378,1.09734827337995
"2415","treatment","block 2",18,"2",1592,7,"md_as_15",-1.93022631245128,0.0147681292861011,1.09734827337995
"2422","treatment","block 2",19,"2",3819,9,"md_as_15",-1.85070222541964,-2.04545744173512,1.09734827337995
"2429","treatment","block 2",20,"2",2719,10,"md_as_15",-1.81094018190382,0.443981789915522,1.09734827337995
"2436","treatment","block 2",21,"1",2339,26,"md_as_15",-1.17474748565071,0.486903155978464,1.09734827337995
"2443","treatment","block 2",22,"2",1439,9,"md_as_15",-1.85070222541964,1.04488091479671,1.09734827337995
"2450","treatment","block 2",23,"2",2054,72,"md_as_15",0.654306516076983,-0.285681433154493,1.09734827337995
"2457","treatment","block 2",24,"2",3078,48,"md_as_15",-0.299982528302682,0.61566725416729,1.09734827337995
"2464","treatment","block 2",25,"2",2305,18,"md_as_15",-1.49284383377726,-0.714895093783914,1.09734827337995
"2472","control","block 1",1,"1",2650,96,"md_as_15",1.60859556045665,1.25948774511142,1.09734827337995
"2479","control","block 1",2,"2",3837,4,"md_as_15",-2.04951244299873,0.744431352356116,1.09734827337995
"2486","control","block 1",3,"1",2290,88,"md_as_15",1.29049921233009,0.186453593537869,1.09734827337995
"2493","control","block 1",4,"2",1425,1,"md_as_15",-2.16879857354619,-0.113995968902725,1.09734827337995
"2500","control","block 1",5,"1",1812,69,"md_as_15",0.535020385529525,0.443981789915522,1.09734827337995
"2507","control","block 1",6,"2",3112,13,"md_as_15",-1.69165405135636,1.30240911117436,1.09734827337995
"2514","control","block 1",7,"1",913,70,"md_as_15",0.574782429045344,-0.757816459846856,1.09734827337995
"2521","control","block 1",8,"2",3538,21,"md_as_15",-1.3735577032298,0.787352718419058,1.09734827337995
"2528","control","block 1",9,"1",5056,72,"md_as_15",0.654306516076983,-2.04545744173512,1.09734827337995
"2535","control","block 1",10,"2",2937,0,"md_as_15",-2.20856061706201,1.6457800396779,1.09734827337995
"2542","control","block 1",11,"1",3511,84,"md_as_15",1.13145103826682,0.315217691726696,1.09734827337995
"2549","control","block 1",12,"1",1590,90,"md_as_15",1.37002329936173,0.443981789915522,1.09734827337995
"2556","control","block 1",13,"2",2012,21,"md_as_15",-1.3735577032298,-0.199838701028609,1.09734827337995
"2563","control","block 1",14,"2",3435,19,"md_as_15",-1.45308179026144,-1.3157942186651,1.09734827337995
"2570","control","block 1",15,"1",947,90,"md_as_15",1.37002329936173,0.744431352356116,1.09734827337995
"2577","control","block 1",16,"2",3320,21,"md_as_15",-1.3735577032298,0.787352718419058,1.09734827337995
"2584","control","block 1",17,"1",5314,48,"md_as_15",-0.299982528302682,0.443981789915522,1.09734827337995
"2591","control","block 1",18,"1",2189,96,"md_as_15",1.60859556045665,-0.199838701028609,1.09734827337995
"2598","control","block 1",19,"2",665,30,"md_as_15",-1.01569931158743,-0.671973727720972,1.09734827337995
"2605","control","block 1",20,"2",1199,3,"md_as_15",-2.08927448651455,1.81746550392967,1.09734827337995
"2612","control","block 1",21,"1",1141,80,"md_as_15",0.972402864203538,0.787352718419058,1.09734827337995
"2619","control","block 1",22,"2",6003,0,"md_as_15",-2.20856061706201,2.07499370030732,1.09734827337995
"2626","control","block 1",23,"1",651,80,"md_as_15",0.972402864203538,1.08780228085965,1.09734827337995
"2633","control","block 1",24,"2",1240,20,"md_as_15",-1.41331974674562,-1.18703012047628,1.09734827337995
"2640","control","block 1",25,"2",1650,20,"md_as_15",-1.41331974674562,-1.6162437811057,1.09734827337995
"2648","control","block 2",1,"1",1752,87,"md_as_15",1.25073716881427,-0.156917334965667,1.09734827337995
"2655","control","block 2",2,"2",2075,76,"md_as_15",0.81335469014026,0.959038182670827,1.09734827337995
"2662","control","block 2",3,"1",506,10,"md_as_15",-1.81094018190382,-0.500288263469204,1.09734827337995
"2669","control","block 2",4,"2",2706,0,"md_as_15",-2.20856061706201,1.81746550392967,1.09734827337995
"2676","control","block 2",5,"1",2724,77,"md_as_15",0.85311673365608,1.6457800396779,1.09734827337995
"2683","control","block 2",6,"2",4832,8,"md_as_15",-1.89046426893546,0.529824522041406,1.09734827337995
"2690","control","block 2",7,"1",1496,100,"md_as_15",1.76764373451992,-0.543209629532146,1.09734827337995
"2697","control","block 2",8,"2",2278,17,"md_as_15",-1.53260587729308,1.55993730755202,1.09734827337995
"2704","control","block 2",9,"1",1394,10,"md_as_15",-1.81094018190382,1.81746550392967,1.09734827337995
"2711","control","block 2",10,"2",2163,18,"md_as_15",-1.49284383377726,-0.757816459846856,1.09734827337995
"2718","control","block 2",11,"1",6016,48,"md_as_15",-0.299982528302682,0.572745888104348,1.09734827337995
"2725","control","block 2",12,"1",1573,95,"md_as_15",1.56883351694083,-0.071074602839783,1.09734827337995
"2732","control","block 2",13,"1",2054,32,"md_as_15",-0.936175224555791,0.315217691726696,1.09734827337995
"2739","control","block 2",14,"2",3956,33,"md_as_15",-0.896413181039972,1.47409457542613,1.09734827337995
"2746","control","block 2",15,"1",3239,76,"md_as_15",0.81335469014026,1.43117320936319,1.09734827337995
"2753","control","block 2",16,"2",4959,58,"md_as_15",0.097637906855512,-0.757816459846856,1.09734827337995
"2760","control","block 2",17,"1",1418,80,"md_as_15",0.972402864203538,0.959038182670827,1.09734827337995
"2767","control","block 2",18,"1",1393,76,"md_as_15",0.81335469014026,-0.113995968902725,1.09734827337995
"2774","control","block 2",19,"2",3309,14,"md_as_15",-1.65189200784054,-0.371524165280378,1.09734827337995
"2781","control","block 2",20,"2",4702,17,"md_as_15",-1.53260587729308,0.787352718419058,1.09734827337995
"2788","control","block 2",21,"1",2649,71,"md_as_15",0.614544472561164,1.34533047723731,1.09734827337995
"2795","control","block 2",22,"2",3496,19,"md_as_15",-1.45308179026144,-1.14410875441333,1.09734827337995
"2802","control","block 2",23,"1",1796,84,"md_as_15",1.13145103826682,-0.328602799217435,1.09734827337995
"2809","control","block 2",24,"2",1863,26,"md_as_15",-1.17474748565071,0.959038182670827,1.09734827337995
"2816","control","block 2",25,"2",3749,16,"md_as_15",-1.5723679208089,-1.48747968291687,1.09734827337995
"2824","control","block 1",1,"1",2954,66,"md_as_16",0.415734254982067,-0.886580558035682,-0.374870528173274
"2831","control","block 1",2,"2",2279,46,"md_as_16",-0.37950661533432,-0.586130995595088,-0.374870528173274
"2838","control","block 1",3,"1",2573,58,"md_as_16",0.097637906855512,-1.05826602228745,-0.374870528173274
"2845","control","block 1",4,"2",2764,52,"md_as_16",-0.140934354239404,-0.586130995595088,-0.374870528173274
"2852","control","block 1",5,"1",2114,64,"md_as_16",0.336210167950428,-0.714895093783914,-0.374870528173274
"2859","control","block 1",6,"2",2672,40,"md_as_16",-0.618078876429236,-1.22995148653922,-0.374870528173274
"2866","control","block 1",7,"1",3188,63,"md_as_16",0.296448124434609,-1.05826602228745,-0.374870528173274
"2873","control","block 1",8,"2",2254,51,"md_as_16",-0.180696397755224,-0.929501924098624,-0.374870528173274
"2880","control","block 1",9,"1",2522,65,"md_as_16",0.375972211466247,-0.886580558035682,-0.374870528173274
"2887","control","block 1",10,"2",2017,42,"md_as_16",-0.538554789397598,-0.972423290161566,-0.374870528173274
"2894","control","block 1",11,"1",1558,52,"md_as_16",-0.140934354239404,-1.05826602228745,-0.374870528173274
"2901","control","block 1",12,"1",2230,60,"md_as_16",0.177161993887151,-1.18703012047628,-0.374870528173274
"2908","control","block 1",13,"2",2646,36,"md_as_16",-0.777127050492514,-1.18703012047628,-0.374870528173274
"2915","control","block 1",14,"2",3041,41,"md_as_16",-0.578316832913417,-1.40163695079099,-0.374870528173274
